8,252,4,30
12,248,4,32
12,252,4,36
16,224,16,9
16,240,16,12
32,192,32,2
32,224,32,4
64,128,16,3
64,144,8,12
64,152,8,23
72,144,4,8
72,148,4,15
76,144,4,20
76,148,4,31
72,152,8,30
80,128,16,4
80,144,4,42
80,148,4,54
84,144,4,34
84,148,4,54
80,152,4,46
80,156,4,30
84,152,4,55
84,156,4,39
88,144,8,15
88,152,4,46
88,156,4,48
92,152,4,24
92,156,4,40
64,160,4,48
64,164,4,52
68,160,4,31
68,164,4,33
64,168,4,42
64,172,4,20
68,168,4,33
68,172,4,25
72,160,8,24
72,168,8,23
64,176,16,3
80,160,16,27
80,176,16,2
96,128,32,3
96,160,8,24
96,168,4,32
96,172,4,18
100,168,4,45
100,172,4,26
104,160,4,14
104,164,4,34
108,160,4,11
108,164,4,26
104,168,4,45
104,172,4,21
108,168,4,30
108,172,4,10
96,176,8,7
96,184,8,1
104,176,8,2
104,184,4,0
104,188,4,2
108,184,2,3
108,186,1,2
108,187,1,4
109,186,1,5
109,187,1,255
110,184,2,5
110,186,1,6
110,187,1,255
111,186,1,7
111,187,1,255
108,188,1,4
108,189,1,5
109,188,1,255
109,189,1,8
108,190,2,7
110,188,1,255
110,189,1,9
111,188,1,255
111,189,1,9
110,190,2,9
112,160,16,8
112,176,8,4
112,184,1,6
112,185,1,255
113,184,1,6
113,185,1,7
112,186,1,255
112,187,1,255
113,186,1,7
113,187,1,255
114,184,2,4
114,186,1,6
114,187,1,255
115,186,1,4
115,187,1,255
112,188,1,255
112,189,1,255
113,188,1,255
113,189,1,7
112,190,1,255
112,191,1,255
113,190,1,6
113,191,1,6
114,188,1,255
114,189,1,6
115,188,1,255
115,189,1,4
114,190,2,5
116,184,2,3
116,186,1,3
116,187,1,255
117,186,1,3
117,187,1,255
118,184,2,2
118,186,2,2
116,188,1,255
116,189,1,4
117,188,1,255
117,189,1,4
116,190,2,5
118,188,1,255
118,189,1,255
119,188,1,2
119,189,1,2
118,190,1,255
118,191,1,255
119,190,1,2
119,191,1,2
120,176,8,3
120,184,8,2
64,192,32,1
64,224,32,0
96,192,16,2
96,208,8,3
96,216,8,2
104,208,4,2
104,212,4,2
108,208,4,2
108,212,2,2
108,214,1,2
108,215,1,2
109,214,1,2
109,215,1,255
110,212,2,4
110,214,1,4
110,215,1,255
111,214,1,4
111,215,1,3
104,216,4,2
104,220,4,2
108,216,1,2
108,217,1,2
109,216,1,255
109,217,1,2
108,218,2,2
110,216,1,255
110,217,1,2
111,216,1,2
111,217,1,2
110,218,2,2
108,220,4,2
112,192,4,5
112,196,2,3
112,198,1,255
112,199,1,255
113,198,1,2
113,199,1,2
114,196,2,3
114,198,2,2
116,192,1,7
116,193,1,7
117,192,1,255
117,193,1,6
116,194,2,6
118,192,2,4
118,194,2,4
116,196,2,3
116,198,2,2
118,196,2,2
118,198,1,255
118,199,1,255
119,198,1,2
119,199,1,2
112,200,2,255
112,202,1,2
112,203,1,255
113,202,1,255
113,203,1,3
114,200,2,255
114,202,2,3
112,204,1,255
112,205,1,255
113,204,1,3
113,205,1,255
112,206,1,2
112,207,1,2
113,206,1,255
113,207,1,2
114,204,2,4
114,206,2,4
116,200,2,255
116,202,2,3
118,200,1,255
118,201,1,255
119,200,1,2
119,201,1,2
118,202,1,255
118,203,1,255
119,202,1,2
119,203,1,2
116,204,2,4
116,206,2,5
118,204,1,255
118,205,1,4
119,204,1,2
119,205,1,3
118,206,2,3
120,192,8,2
120,200,8,1
112,208,4,3
112,212,1,4
112,213,1,255
113,212,1,4
113,213,1,5
112,214,1,255
112,215,1,255
113,214,1,4
113,215,1,255
114,212,2,5
114,214,1,4
114,215,1,255
115,214,1,4
115,215,1,255
116,208,4,4
116,212,2,4
116,214,1,3
116,215,1,255
117,214,1,3
117,215,1,255
118,212,1,255
118,213,1,255
119,212,1,4
119,213,1,4
118,214,1,255
118,215,1,255
119,214,1,3
119,215,1,2
112,216,1,255
112,217,1,2
113,216,1,255
113,217,1,2
112,218,2,2
